PAVING					200	165	130		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0201	2501	2501	2501	0301	0		0301	0301	2901	3101	2901	0		0		0		0		0		0		0		0		0201	0201	0201	0		0		0		0		0		0		0201	0201	4402	4402	4402	4402	4402
SANDSTONE				215	195	150		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0801	0801	0801	0801	0801	0		0801	0801	0801	3101	0801	0		0		0		0		0		0		0		0		0201	0201	0201	0		0		0		0		0		0		0801	0801	4401	4401	44012	4401	4401
SANDSTONE_BRITTLE		205	180	120		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0901	0901	0901	0901	0901	0		0901	0901	0901	3101	0901	0		0		0		0		0		0		0		0		0201	0201	0201	0		0		0		0		0		0		0901	0901	4401	4401	4401	4401	4401
																																																																																																																																																		
SAND_LOOSE				235	220	190		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1251	1251	1251	0		0		0		0		0		0		1201	1201	4401	4401	4401	4401	4401
SAND_COMPACT			250	240	220		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1251	1251	1251	0		0		0		0		0		0		1201	1201	4401	4401	4401	4401	4401
SAND_WET				190	185	165		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1301	1301	1301	0		0		0		0		0		0		1301	1301	4401	4401	4401	4401	4401
SAND_UNDERWATER			135	130	120		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1302	1302	1302	0		0		0		0		0		0		1302	1302	4405	4405	4405	4405	4405
SAND_DEEP				110	100	85		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1301	1301	1301	0		0		0		0		0		0		1201	1201	4402	4402	4402	4402	4402
SAND_WET_DEEP			110	100	85		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1301	1301	1301	0		0		0		0		0		0		1201	1201	4402	4402	4402	4402	4402
ICE						200	250	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1401	1401	1401	0		0		0		0		0		0		1401	1401	4402	4402	4402	4402	4402
SNOW_LOOSE				255	255	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1505	1505	1505	0		0		0		0		0		0		1501	1501	4402	4402	4402	4402	4402
SNOW_COMPACT			255	255	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1505	1505	1505	0		0		0		0		0		0		1505	1505	4402	4402	4402	4402	4402
GRAVEL					255	255	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1601	1601	1601	0		0		0		0		0		0		1601	1601	4401	4401	4401	4401	4401
GRAVEL_DEEP				255	255	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1601	1601	1601	0		0		0		0		0		0		1601	1601	4401	4401	4401	4401	4401
DIRT_DRY				175	160	140		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1750	1750	1750	0		0		0		0		0		0		1701	1701	4401	4401	4401	4401	4401
MUD_SOFT				105	95	75		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4406	4406	4406	0		0		0		0		0		0		4406	4406	4406	4406	4406	4406	0
MUD_DEEP				105	95	75		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4406	4406	4406	0		0		0		0		0		0		4406	4406	4406	4406	4406	4406	0
MUD_UNDERWATER			75	65	50		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1302	1302	1302	0		0		0		0		0		0		1302	1302	4401	4401	4401	4401	4401
CLAY					160	160	160		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1750	1750	1750	0		0		0		0		0		0		1701	1701	4401	4401	4401	4401	4401
																																																																																																																																																		
GRASS					130	205	75		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2001	2001	2001	0		0		0		0		0		0		2001	2001	4401	4401	4401	4401	4401
GRASS_SHORT				130	205	75		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2001	2001	2001	0		0		0		0		0		0		2001	2001	4401	4401	4401	4401	4401
HAY						240	205	125		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2001	0		0		0		0		0		0		0		0		0		2001	2001	2001	0		0		0		0		0		0		2001	2001	4401	4401	4401	4401	4401
BUSHES					85	160	30		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2101	2101	2101	0		0		0		0		0		0		2101	2101	4401	4401	4401	4401	4401
TREE_BARK				115	100	70		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2201	2201	2201	0		0		0		0		0		0		2201	2201	4402	4401	4401	4401	4401
LEAVES					70	100	50		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2301	2301	2301	0		0		0		0		0		0		2301	2301	4401	4401	4401	4401	4401
METAL					155	180	190		0		0		4001	4001	4001	4001	4001	4001	4001	4001	4001	4001	0		0		0		0		0		0		0		0		0		4001	4001	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4001	4001	4001	0		0		0		0		0		0		0		0		4402	4402	4402	4402	4402
WOOD					155	130	95		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		2501	2501	4402	4402	4402	4402	4402
WOOD_DUSTY				165	145	110		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		2501	2501	4402	4402	4402	4402	4402
WOOD_SPLINTER			170	150	125		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		2201	2201	4402	4402	4402	4402	0
																																																																																																																																																		
CERAMIC					220	210	195		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2701	2701	2701	0		0		0		0		0		0		2701	2701	4402	4402	4402	4402	4402
CARPET_FABRIC			250	100	100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2801	2801	2801	0		0		0		0		0		0		2801	2801	0		0		0		0		0
CARPET_FABRIC_DUSTY		255	135	135		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2801	2801	2801	0		0		0		0		0		0		2801	2801	0		0		0		0		0
PLASTIC					255	250	210		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2901	2901	2901	0		0		0		0		0		0		2901	2901	4402	4402	4402	4402	4402
PLASTIC_HOLLOW			240	230	185		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3001	3001	3001	0		0		0		0		0		0		3001	3001	4402	4402	4402	4402	4402
RUBBER					70	70	70		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3101	3101	3101	0		0		0		0		0		0		3101	3101	0		0		0		0		0
LINOLEUM				205	150	80		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2501	2501	2501	0		0		0		0		0		0		2501	2501	4404	4404	4404	4404	0
PLASTER_BRITTLE			225	225	225		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3301	3301	3301	0		0		0		0		0		0		3301	3301	4404	4404	4404	4404	0
CARDBOARD				120	115	95		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3401	3401	3401	0		0		0		0		0		0		3401	3401	4404	4404	4404	4404	0
PAPER					230	225	220		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3501	3501	3501	0		0		0		0		0		0		3501	3501	0		0		0		0		0
FOAM					230	235	240		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3601	3601	3601	0		0		0		0		0		0		3601	3601	0		0		0		0		0
FEATHERS				230	230	230		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3701	3701	3701	0		0		0		0		0		0		3701	3701	0		0		0		0		0
																																																																																																																																																		
TVSCREEN				115	125	125		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
GLASS					205	240	255		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3901	3901	3901	0		0		0		0		0		4406	3901	3901	4404	4404	4403	4403	0
GLASS_BULLETPROOF		115	125	125		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3901	3901	3901	0		0		0		0		0		4406	3901	3901	4404	4404	4403	4403	0
CAR_METAL				255	255	255		0		4033	4033	4033	4033	4033	4033	4033	4033	4033	1250	1250	1250	1250	1250	1302	1250	1250	0		0		0		4033	4033	1750	4406	4406	1302	1750	1750	1750	1750	0		2502	0		4033	2502	2502	2502	4033	0		0		2901	2901	2901	4033	4033	0		0		0		0		0		0		0		4033	4033	4033	0		0		0		0		0		4406	0		0		4404	4404	4403	4403	0
CAR_PLASTIC				255	255	255		0		4033	4033	4033	4033	4033	4033	4033	4033	4033	1250	1250	1250	1250	1250	1302	1250	1250	0		0		0		4033	4033	1750	4406	4406	1302	1750	1750	1750	1750	0		2502	0		4033	2502	2502	2502	4033	0		0		2901	2901	2901	4035	4035	0		0		0		0		0		0		0		4033	4033	4033	0		0		0		0		0		0		0		0		4404	4404	4403	4403	0
CAR_GLASS				210	245	245		0		4201	4201	4201	4201	4201	0751	4201	4201	4201	1250	1250	1250	1250	1250	0		1250	1250	4201	0		0		4033	4033	4201	5018	5018	0		5006	5120	5120	5120	4201	4201	0		4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	4201	0		0		0		0		4201	4201	4201	0		0		0		0		0		0		4402	4201	4404	4404	4403	4403	0

PUDDLE					55	145	230		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
																																																																																																																																																		
LIQUID_WATER			55	145	230		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
LIQUID_BLOOD			205	5	5		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
LIQUID_OIL				80	65	65		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
LIQUID_PETROL			70	100	120		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
LIQUID_MUD				115	85	30		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4406	4406	4406	4406	4406	4406	0
																																																																																																																																																		
FRESH_MEAT				255	55	20		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
DRIED_MEAT				185	100	85		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
																																																																				
#############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
# 						DEBUG_COL		VOID	GENERIC	CONCRET	CONCDUS	TARMAC	TARMACB STONE	BRICK	MARBLE	PAVING	SANDST	SANDSTB	SAND_L	SAND_C	SANDWET	SANDUND	SAND_D	SAND_D	ICE		SNOW_C	SNOW_L	GRAVEL	GRAVEL	DIRTDRY	MUDSOFT	MUDSOFT	MUDUND	CLAY	GRASS	GRASS	HAY		BUSHES	TREEBAR	LEAVES	METAL	WOOD	WOODDUS WOODSPL	CERAMIC	CARPETF	CARPETD	PLASTIC	PLASTHO	RUBBER	LINO	PLASTBR	CARDBOA	PAPER	FOAM	FEATHER	TVSCREE	GLASS	GLASS	CARMETA	CARPLAS	CARGLAS	L_WATER	L_WATER	L_BLOOD	L_OIL	L_PETRL L_MUD	F_MEAT	D_MEAT	PEDHEAD	PEDTORS	PEDLIMB	PEDFOOT	PEDCAPS
																																																																																																																																																					
PED_HEAD				0	0	0		0		0		4402	4402	4402	4402	4401	4402	4402	4402	4401	4401	4401	4401	0		0		4401	4401	0		0		0		4402	4402	4401	4406	4406	0		4401	4401	4401	0		0		4402	0		4402	4402	4402	0		0		0		0		4402	4402	0		4402	0		0		0		0		0		0		4402	0		4403	4403	4403	0		0		0		0		0		4406	0		0		4402	4402	4402	4402	0
PED_TORSO				0	0	0		0		0		4402	4402	4402	4402	4401	4402	4402	4402	4401	4401	4401	4401	0		0		4401	4401	0		0		0		4402	4402	4401	4406	4406	0		4401	4401	4401	0		0		4402	0		4402	4402	4402	0		0		0		0		4402	4402	0		4402	0		0		0		0		0		0		4402	0		4403	4403	4403	0		0		0		0		0		4406	0		0		4402	4402	4402	4402	0
PED_LIMB				0	0	0		0		0		4402	4402	4402	4402	4401	4402	4402	4402	4401	4401	4401	4401	0		0		4401	4401	0		0		0		4402	4402	4401	4406	4406	0		4401	4401	4401	0		0		4402	0		4402	4402	4402	0		0		0		0		4402	4402	0		4402	0		0		0		0		0		0		4402	0		4403	4403	4403	0		0		0		0		0		4406	0		0		4402	4402	4402	4402	0
PED_FOOT				0	0	0		0		0		4402	4402	4402	4402	4401	4402	4402	4402	4401	4401	4401	4401	0		0		4401	4401	0		0		0		4402	4402	4401	4406	4406	0		4401	4401	4401	0		0		4402	0		4402	4402	4402	0		0		0		0		4402	4402	0		4402	0		0		0		0		0		0		4402	0		4403	4403	4403	0		0		0		0		0		4406	0		0		4402	4402	4402	4402	0
PED_CAPSULE				0	0	0		0		0		0		0		0		0		0		0		0		0		0		0		4401	4401	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
																																																				
MTLFX_TABLE_END																																																		


#  01 = VOID
#  02 = GENERIC
#  03 = CONCRETE
#  04 = CONCRETE_DUSTY
#  05 = TARMAC
#  06 = TARMAC_BRITTLE
#  07 = STONE
#  08 = BRICK
#  09 = MARBLE
#  10 = PAVING
#  11 = SANDSTONE
#  12 = SANDSTONE_BRITTLE
#  13 = SAND_LOOSE
#  14 = SAND_COMPACT
#  15 = SAND_WET
#  16 = ICE
#  17 = SNOW_LOOSE
#  18 = SNOW_COMPACT
#  19 = GRAVEL
#  20 = DIRT_DRY
#  21 = MUD_SOFT
#  22 = CLAY
#  23 = GRASS
#  24 = HAY
#  25 = BUSHES
#  26 = TREE_BARK
#  27 = LEAVES
#  28 = METAL
#  29 = WOOD
#  30 = WOOD_DUSTY
#  31 = WOOD_SPLINTER
#  32 = CERAMIC
#  33 = CARPET_FABRIC
#  33 = CARPET_FABRIC_DUSTY
#  34 = PLASTIC
#  35 = PLASTIC_HOLLOW
#  36 = RUBBER
#  37 = LINOLEUM
#  38 = PLASTER_BRITTLE
#  39 = CARDBOARD
#  40 = PAPER
#  41 = FOAM
#  42 = FEATHERS
#  43 = TVSCREEN
#  44 = GLASS
#  45 = CAR_METAL
#  46 = CAR_PLASTIC
#  47 = CAR_GLASS
#  48 = WATER
#  49 = PED_HEAD
#  50 = PED_TORSO
#  51 = PED_LIMB
#  52 = PED_FOOT





MTLFX_BANG_INFO_START

#####################################################################################################################################################
#		PARTICLE EFFECTS -----------------------------------------------------> DECALS----------------------------------------------------------->  # 
# ID	VEL_THRESH		IMPULSE_THRESH	SKIP									DECAL	COL_TINT    TEX_WIDTH		TEX_LEN_MULT	OVERLAY	DUPLIC	#
#		MIN		MAX		MIN		MAX		U-WATER	PARTICLE FX						ID		R   G	B   MIN		MAX		MIN		MAX		MAX RAD	REJECT	#
#####################################################################################################################################################
																															
# (01) GENERIC [FX, BUT NO DECALS]																							
0101	7.0		30.0	3000	40000	1		bang_plastic					0		255 255	255	0.0		1.0		1.0		1.0		1.2		0.0
																															
# (02,04,06) CONCRETE VS																										
0201	1.8		25.0	90		50000	1		bang_concrete					5000	255 255	255	1.0		1.3		1.0		1.0		1.6		0.0		
0201	1.8		25.0	90		50000	1		bang_concrete					5001	255 255	255	0.75	1.3		1.0		1.0		1.6		0.0		
																															
# (03) TARMAC VS																							
0301	1.8		25.0	90		50000	1		bang_concrete					5000	255 255	255	0.9		1.4		1.0		1.0		1.6		0.0	
																											
